FID,date,time,date_time,locations,outLat,outlong,inLat,InLong
2543,2023-10-14,11:30:00,2023-10-14 11:30,Mishmar HaShiva,32.010891,34.822337,31.4512,34.4003
2544,2023-10-13,21:59:00,2023-10-13 21:59,Mishmar HaShiva,32.010891,34.822337,31.4512,34.4003
3916,2023-09-10,12:00:00,2023-09-10 12:00,Tzafria,32.004315,34.854664,31.4512,34.4003
3917,2023-07-10,21:21:00,2023-07-10 21:21,Tzafria,32.004315,34.854664,31.4512,34.4003
3918,2023-07-10,21:00:00,2023-07-10 21:00,Tzafria,32.004315,34.854664,31.4512,34.4003
3919,2023-07-10,20:12:00,2023-07-10 20:12,Tzafria,32.004315,34.854664,31.4512,34.4003
3920,2023-07-10,20:00:00,2023-07-10 20:00,Tzafria,32.004315,34.854664,31.4512,34.4003
3921,2023-10-26,22:01:00,2023-10-26 22:01,Tzafria,32.004315,34.854664,31.4512,34.4003
3922,2023-10-26,18:04:00,2023-10-26 18:04,Tzafria,32.004315,34.854664,31.4512,34.4003
3923,2023-10-26,13:31:00,2023-10-26 13:31,Tzafria,32.004315,34.854664,31.4512,34.4003
3924,2023-10-24,17:01:00,2023-10-24 17:01,Tzafria,32.004315,34.854664,31.4512,34.4003
3925,2023-10-24,15:31:00,2023-10-24 15:31,Tzafria,32.004315,34.854664,31.4512,34.4003
3926,2023-10-21,13:30:00,2023-10-21 13:30,Tzafria,32.004315,34.854664,31.4512,34.4003
3927,2023-10-17,22:01:00,2023-10-17 22:01,Tzafria,32.004315,34.854664,31.4512,34.4003
3928,2023-10-17,19:59:00,2023-10-17 19:59,Tzafria,32.004315,34.854664,31.4512,34.4003
3929,2023-10-17,19:01:00,2023-10-17 19:01,Tzafria,32.004315,34.854664,31.4512,34.4003
3930,2023-10-16,16:46:00,2023-10-16 16:46,Tzafria,32.004315,34.854664,31.4512,34.4003
3931,2023-10-15,18:55:00,2023-10-15 18:55,Tzafria,32.004315,34.854664,31.4512,34.4003
3932,2023-10-14,17:02:00,2023-10-14 17:02,Tzafria,32.004315,34.854664,31.4512,34.4003
3933,2023-10-24,15:16:00,2023-10-24 15:16,Tzofin,32.004315,34.854664,31.4512,34.4003
3934,2023-07-10,20:00:00,2023-07-10 20:00,Tzofit,32.004315,34.854664,31.4512,34.4003
3935,2023-10-24,17:01:00,2023-10-24 17:01,Tzofit,32.004315,34.854664,31.4512,34.4003
1051,2023-10-10,15:37:00,2023-10-10 15:37,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1052,2023-07-10,21:21:00,2023-07-10 21:21,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1053,2023-07-10,20:58:00,2023-07-10 20:58,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1054,2023-07-10,20:03:00,2023-07-10 20:03,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1055,2023-07-10,20:01:00,2023-07-10 20:01,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1056,2023-07-10,20:00:00,2023-07-10 20:00,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1057,2023-10-26,22:01:00,2023-10-26 22:01,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1058,2023-10-26,18:04:00,2023-10-26 18:04,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1059,2023-10-26,13:31:00,2023-10-26 13:31,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1060,2023-10-24,17:01:00,2023-10-24 17:01,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1061,2023-10-19,14:33:00,2023-10-19 14:33,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1062,2023-10-17,22:01:00,2023-10-17 22:01,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1063,2023-10-17,19:59:00,2023-10-17 19:59,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1064,2023-10-17,19:01:00,2023-10-17 19:01,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1065,2023-10-17,18:05:00,2023-10-17 18:05,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1066,2023-10-16,21:42:00,2023-10-16 21:42,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1067,2023-10-16,16:46:00,2023-10-16 16:46,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1068,2023-10-15,18:56:00,2023-10-15 18:56,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
1069,2023-10-14,11:30:00,2023-10-14 11:30,Beit Dagan,32.002465,34.8295485,31.4512,34.4003
2077,2023-09-10,12:00:00,2023-09-10 12:00,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2078,2023-07-10,21:21:00,2023-07-10 21:21,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2079,2023-07-10,21:00:00,2023-07-10 21:00,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2080,2023-07-10,20:12:00,2023-07-10 20:12,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2081,2023-07-10,20:01:00,2023-07-10 20:01,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2082,2023-07-10,20:00:00,2023-07-10 20:00,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2083,2023-10-26,22:01:00,2023-10-26 22:01,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2084,2023-10-26,18:05:00,2023-10-26 18:05,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2085,2023-10-26,13:31:00,2023-10-26 13:31,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2086,2023-10-24,17:01:00,2023-10-24 17:01,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2087,2023-10-24,15:31:00,2023-10-24 15:31,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2088,2023-10-21,13:30:00,2023-10-21 13:30,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2089,2023-10-17,22:01:00,2023-10-17 22:01,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2090,2023-10-17,20:00:00,2023-10-17 20:00,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2091,2023-10-17,19:01:00,2023-10-17 19:01,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2092,2023-10-16,16:46:00,2023-10-16 16:46,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2093,2023-10-15,18:55:00,2023-10-15 18:55,Kfar Chabad,31.990144,34.849103,31.4512,34.4003
2094,2023-09-10,17:01:00,2023-09-10 17:01,Kfar Etzion,31.990144,34.849103,31.4512,34.4003
4005,2023-11-10,15:26:00,2023-11-10 15:26,Yagel,31.987792,34.880262,31.4512,34.4003
4006,2023-07-10,20:00:00,2023-07-10 20:00,Yagel,31.987792,34.880262,31.4512,34.4003
4007,2023-10-24,17:01:00,2023-10-24 17:01,Yagel,31.987792,34.880262,31.4512,34.4003
4008,2023-10-24,15:31:00,2023-10-24 15:31,Yagel,31.987792,34.880262,31.4512,34.4003
4009,2023-10-24,15:16:00,2023-10-24 15:16,Yagel,31.987792,34.880262,31.4512,34.4003
4010,2023-10-21,13:30:00,2023-10-21 13:30,Yagel,31.987792,34.880262,31.4512,34.4003
4011,2023-10-17,22:01:00,2023-10-17 22:01,Yagel,31.987792,34.880262,31.4512,34.4003
4012,2023-10-17,20:00:00,2023-10-17 20:00,Yagel,31.987792,34.880262,31.4512,34.4003
4013,2023-10-17,19:01:00,2023-10-17 19:01,Yagel,31.987792,34.880262,31.4512,34.4003
4014,2023-10-13,20:07:00,2023-10-13 20:07,Yagel,31.987792,34.880262,31.4512,34.4003
8,2023-11-10,15:26:00,2023-11-10 15:26,Achiezer,31.981671,34.871821,31.4512,34.4003
9,2023-07-10,21:00:00,2023-07-10 21:00,Achiezer,31.981671,34.871821,31.4512,34.4003
10,2023-07-10,20:00:00,2023-07-10 20:00,Achiezer,31.981671,34.871821,31.4512,34.4003
11,2023-10-24,17:01:00,2023-10-24 17:01,Achiezer,31.981671,34.871821,31.4512,34.4003
12,2023-10-24,15:31:00,2023-10-24 15:31,Achiezer,31.981671,34.871821,31.4512,34.4003
13,2023-10-24,15:16:00,2023-10-24 15:16,Achiezer,31.981671,34.871821,31.4512,34.4003
14,2023-10-21,13:30:00,2023-10-21 13:30,Achiezer,31.981671,34.871821,31.4512,34.4003
15,2023-10-17,22:01:00,2023-10-17 22:01,Achiezer,31.981671,34.871821,31.4512,34.4003
16,2023-10-17,20:00:00,2023-10-17 20:00,Achiezer,31.981671,34.871821,31.4512,34.4003
17,2023-10-17,19:01:00,2023-10-17 19:01,Achiezer,31.981671,34.871821,31.4512,34.4003
18,2023-10-13,20:07:00,2023-10-13 20:07,Achiezer,31.981671,34.871821,31.4512,34.4003
1129,2023-07-10,21:19:00,2023-07-10 21:19,Beit Nechemia,31.977142,34.953835,31.4512,34.4003
1130,2023-10-26,22:01:00,2023-10-26 22:01,Beit Nechemia,31.977142,34.953835,31.4512,34.4003
1131,2023-10-14,21:00:00,2023-10-14 21:00,Beit Nechemia,31.977142,34.953835,31.4512,34.4003
1132,2023-09-10,16:59:00,2023-09-10 16:59,Beit Nekofa,31.977142,34.953835,31.4512,34.4003
1133,2023-09-10,12:00:00,2023-09-10 12:00,Beit Nekofa,31.977142,34.953835,31.4512,34.4003
1134,2023-07-10,11:32:00,2023-07-10 11:32,Beit Nekofa,31.977142,34.953835,31.4512,34.4003
4100,2023-11-10,15:26:00,2023-11-10 15:26,Zeitan,31.975178,34.891732,31.4512,34.4003
4101,2023-07-10,20:00:00,2023-07-10 20:00,Zeitan,31.975178,34.891732,31.4512,34.4003
4102,2023-10-24,15:16:00,2023-10-24 15:16,Zeitan,31.975178,34.891732,31.4512,34.4003
4103,2023-10-17,20:00:00,2023-10-17 20:00,Zeitan,31.975178,34.891732,31.4512,34.4003
4104,2023-10-13,20:07:00,2023-10-13 20:07,Zeitan,31.975178,34.891732,31.4512,34.4003
1642,2023-10-14,21:00:00,2023-10-14 21:00,Hadid,31.96927357,34.93188155,31.4512,34.4003
1643,2023-07-10,20:01:00,2023-07-10 20:01,Hafetz Haim,31.96927357,34.93188155,31.4512,34.4003
1565,2023-10-26,22:02:00,2023-10-26 22:02,Ginaton,31.962801,34.913062,31.4512,34.4003
1566,2023-10-14,21:00:00,2023-10-14 21:00,Ginaton,31.962801,34.913062,31.4512,34.4003
3372,2023-11-10,19:49:00,2023-11-10 19:49,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3373,2023-11-10,15:27:00,2023-11-10 15:27,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3374,2023-10-10,15:37:00,2023-10-10 15:37,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3375,2023-10-10,15:24:00,2023-10-10 15:24,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3376,2023-09-10,12:30:00,2023-09-10 12:30,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3377,2023-09-10,12:00:00,2023-09-10 12:00,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3378,2023-08-10,23:38:00,2023-08-10 23:38,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3379,2023-07-10,21:45:00,2023-07-10 21:45,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3380,2023-07-10,21:21:00,2023-07-10 21:21,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3381,2023-07-10,20:58:00,2023-07-10 20:58,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3382,2023-07-10,20:12:00,2023-07-10 20:12,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3383,2023-07-10,19:59:00,2023-07-10 19:59,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3384,2023-10-26,22:01:00,2023-10-26 22:01,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3385,2023-10-26,18:04:00,2023-10-26 18:04,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3386,2023-10-26,13:31:00,2023-10-26 13:31,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3387,2023-10-25,21:30:00,2023-10-25 21:30,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3388,2023-10-25,19:04:00,2023-10-25 19:04,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3389,2023-10-24,17:01:00,2023-10-24 17:01,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3390,2023-10-21,16:12:00,2023-10-21 16:12,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3391,2023-10-21,13:30:00,2023-10-21 13:30,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3392,2023-10-19,14:33:00,2023-10-19 14:33,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3393,2023-10-17,22:01:00,2023-10-17 22:01,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3394,2023-10-17,19:32:00,2023-10-17 19:32,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3395,2023-10-17,19:01:00,2023-10-17 19:01,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3396,2023-10-17,18:31:00,2023-10-17 18:31,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3397,2023-10-17,18:05:00,2023-10-17 18:05,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3398,2023-10-17,13:37:00,2023-10-17 13:37,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3399,2023-10-16,21:42:00,2023-10-16 21:42,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3400,2023-10-15,18:56:00,2023-10-15 18:56,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3401,2023-10-14,11:30:00,2023-10-14 11:30,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3402,2023-10-13,21:59:00,2023-10-13 21:59,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3403,2023-11-10,19:49:00,2023-11-10 19:49,Rishon LeZion - East,31.9590813,34.8020886,31.4512,34.4003
3404,2023-11-10,16:17:00,2023-11-10 16:17,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3405,2023-11-10,15:26:00,2023-11-10 15:26,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3406,2023-10-10,15:38:00,2023-10-10 15:38,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3407,2023-10-10,15:22:00,2023-10-10 15:22,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3408,2023-09-10,13:49:00,2023-09-10 13:49,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3409,2023-09-10,12:30:00,2023-09-10 12:30,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3410,2023-07-10,21:21:00,2023-07-10 21:21,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3411,2023-07-10,20:59:00,2023-07-10 20:59,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3412,2023-07-10,20:11:00,2023-07-10 20:11,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3413,2023-07-10,19:59:00,2023-07-10 19:59,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3414,2023-10-26,22:02:00,2023-10-26 22:02,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3415,2023-10-26,18:03:00,2023-10-26 18:03,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3416,2023-10-26,13:31:00,2023-10-26 13:31,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3417,2023-10-25,21:30:00,2023-10-25 21:30,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3418,2023-10-25,19:04:00,2023-10-25 19:04,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3419,2023-10-24,17:01:00,2023-10-24 17:01,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3420,2023-10-22,09:00:00,2023-10-22 9:00,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3421,2023-10-21,16:12:00,2023-10-21 16:12,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3422,2023-10-21,13:30:00,2023-10-21 13:30,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3423,2023-10-19,22:58:00,2023-10-19 22:58,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3424,2023-10-19,20:31:00,2023-10-19 20:31,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3425,2023-10-18,22:00:00,2023-10-18 22:00,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3426,2023-10-18,19:30:00,2023-10-18 19:30,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3427,2023-10-17,19:59:00,2023-10-17 19:59,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3428,2023-10-17,19:32:00,2023-10-17 19:32,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3429,2023-10-17,19:01:00,2023-10-17 19:01,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3430,2023-10-17,18:31:00,2023-10-17 18:31,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3431,2023-10-17,18:05:00,2023-10-17 18:05,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3432,2023-10-17,13:37:00,2023-10-17 13:37,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3433,2023-10-16,21:42:00,2023-10-16 21:42,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3434,2023-10-16,17:18:00,2023-10-16 17:18,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3435,2023-10-16,16:46:00,2023-10-16 16:46,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3436,2023-10-15,18:55:00,2023-10-15 18:55,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3437,2023-10-14,21:00:00,2023-10-14 21:00,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3438,2023-10-14,11:30:00,2023-10-14 11:30,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3439,2023-10-13,21:59:00,2023-10-13 21:59,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
3440,2023-10-13,17:00:00,2023-10-13 17:00,Rishon LeZion - West,31.9590813,34.8020886,31.4512,34.4003
1166,2023-10-26,22:02:00,2023-10-26 22:02,Ben Shemen,31.959019,34.927831,31.4512,34.4003
1167,2023-10-14,21:00:00,2023-10-14 21:00,Ben Shemen,31.959019,34.927831,31.4512,34.4003
1168,2023-10-14,21:00:00,2023-10-14 21:00,Ben Shemen Youth Village,31.959019,34.927831,31.4512,34.4003
4211,2023-11-10,15:27:00,2023-11-10 15:27,Zrifin Industrial Zone,31.957328,34.840566,31.4512,34.4003
4212,2023-07-10,21:45:00,2023-07-10 21:45,Zrifin Industrial Zone,31.957328,34.840566,31.4512,34.4003
4213,2023-07-10,21:00:00,2023-07-10 21:00,Zrifin Industrial Zone,31.957328,34.840566,31.4512,34.4003
4214,2023-07-10,20:01:00,2023-07-10 20:01,Zrifin Industrial Zone,31.957328,34.840566,31.4512,34.4003
4215,2023-07-10,19:59:00,2023-07-10 19:59,Zrifin Industrial Zone,31.957328,34.840566,31.4512,34.4003
4216,2023-10-24,17:01:00,2023-10-24 17:01,Zrifin Industrial Zone,31.957328,34.840566,31.4512,34.4003
4217,2023-10-24,15:16:00,2023-10-24 15:16,Zrifin Industrial Zone,31.957328,34.840566,31.4512,34.4003
4218,2023-10-17,22:01:00,2023-10-17 22:01,Zrifin Industrial Zone,31.957328,34.840566,31.4512,34.4003
4219,2023-10-17,20:00:00,2023-10-17 20:00,Zrifin Industrial Zone,31.957328,34.840566,31.4512,34.4003
4220,2023-10-17,19:01:00,2023-10-17 19:01,Zrifin Industrial Zone,31.957328,34.840566,31.4512,34.4003
4221,2023-10-15,18:56:00,2023-10-15 18:56,Zrifin Industrial Zone,31.957328,34.840566,31.4512,34.4003
4222,2023-08-10,19:43:00,2023-08-10 19:43,Zru'a,31.957328,34.840566,31.4512,34.4003
4223,2023-07-10,16:16:00,2023-07-10 16:16,Zru'a,31.957328,34.840566,31.4512,34.4003
3057,2023-11-10,15:26:00,2023-11-10 15:26,Nir Zvi,31.954403,34.861529,31.4512,34.4003
3058,2023-07-10,21:45:00,2023-07-10 21:45,Nir Zvi,31.954403,34.861529,31.4512,34.4003
3059,2023-07-10,21:00:00,2023-07-10 21:00,Nir Zvi,31.954403,34.861529,31.4512,34.4003
3060,2023-07-10,20:01:00,2023-07-10 20:01,Nir Zvi,31.954403,34.861529,31.4512,34.4003
3061,2023-07-10,19:59:00,2023-07-10 19:59,Nir Zvi,31.954403,34.861529,31.4512,34.4003
3062,2023-10-26,22:02:00,2023-10-26 22:02,Nir Zvi,31.954403,34.861529,31.4512,34.4003
3063,2023-10-24,17:01:00,2023-10-24 17:01,Nir Zvi,31.954403,34.861529,31.4512,34.4003
3064,2023-10-24,15:16:00,2023-10-24 15:16,Nir Zvi,31.954403,34.861529,31.4512,34.4003
3065,2023-10-17,20:00:00,2023-10-17 20:00,Nir Zvi,31.954403,34.861529,31.4512,34.4003
3066,2023-10-13,20:07:00,2023-10-13 20:07,Nir Zvi,31.954403,34.861529,31.4512,34.4003
2303,2023-11-10,15:26:00,2023-11-10 15:26,Lod,31.951014,34.888075,31.4512,34.4003
2304,2023-07-10,20:00:00,2023-07-10 20:00,Lod,31.951014,34.888075,31.4512,34.4003
2305,2023-10-26,22:02:00,2023-10-26 22:02,Lod,31.951014,34.888075,31.4512,34.4003
2306,2023-10-24,15:16:00,2023-10-24 15:16,Lod,31.951014,34.888075,31.4512,34.4003
2307,2023-10-17,20:00:00,2023-10-17 20:00,Lod,31.951014,34.888075,31.4512,34.4003
2308,2023-10-14,21:00:00,2023-10-14 21:00,Lod,31.951014,34.888075,31.4512,34.4003
2309,2023-10-13,20:07:00,2023-10-13 20:07,Lod,31.951014,34.888075,31.4512,34.4003
2310,2023-10-22,12:59:00,2023-10-22 12:59,Luzit,31.951014,34.888075,31.4512,34.4003
2706,2023-10-10,15:22:00,2023-10-10 15:22,Neta'im,31.945689,34.775145,31.4512,34.4003
2707,2023-09-10,12:00:00,2023-09-10 12:00,Neta'im,31.945689,34.775145,31.4512,34.4003
2708,2023-07-10,21:45:00,2023-07-10 21:45,Neta'im,31.945689,34.775145,31.4512,34.4003
2709,2023-07-10,21:00:00,2023-07-10 21:00,Neta'im,31.945689,34.775145,31.4512,34.4003
2710,2023-07-10,19:59:00,2023-07-10 19:59,Neta'im,31.945689,34.775145,31.4512,34.4003
2711,2023-10-26,13:31:00,2023-10-26 13:31,Neta'im,31.945689,34.775145,31.4512,34.4003
2712,2023-10-25,19:04:00,2023-10-25 19:04,Neta'im,31.945689,34.775145,31.4512,34.4003
2713,2023-10-24,17:01:00,2023-10-24 17:01,Neta'im,31.945689,34.775145,31.4512,34.4003
2714,2023-10-21,16:12:00,2023-10-21 16:12,Neta'im,31.945689,34.775145,31.4512,34.4003
2715,2023-10-21,13:30:00,2023-10-21 13:30,Neta'im,31.945689,34.775145,31.4512,34.4003
2716,2023-10-17,18:31:00,2023-10-17 18:31,Neta'im,31.945689,34.775145,31.4512,34.4003
2717,2023-10-17,18:06:00,2023-10-17 18:06,Neta'im,31.945689,34.775145,31.4512,34.4003
2718,2023-10-17,13:37:00,2023-10-17 13:37,Neta'im,31.945689,34.775145,31.4512,34.4003
2719,2023-10-16,21:43:00,2023-10-16 21:43,Neta'im,31.945689,34.775145,31.4512,34.4003
2720,2023-10-14,11:31:00,2023-10-14 11:31,Neta'im,31.945689,34.775145,31.4512,34.4003
1427,2023-10-10,15:22:00,2023-10-10 15:22,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1428,2023-09-10,12:00:00,2023-09-10 12:00,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1429,2023-08-10,23:38:00,2023-08-10 23:38,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1430,2023-07-10,21:00:00,2023-07-10 21:00,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1431,2023-07-10,19:59:00,2023-07-10 19:59,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1432,2023-10-26,13:31:00,2023-10-26 13:31,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1433,2023-10-25,19:05:00,2023-10-25 19:05,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1434,2023-10-24,17:01:00,2023-10-24 17:01,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1435,2023-10-21,16:12:00,2023-10-21 16:12,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1436,2023-10-19,20:31:00,2023-10-19 20:31,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1437,2023-10-17,21:59:00,2023-10-17 21:59,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1438,2023-10-17,18:31:00,2023-10-17 18:31,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1439,2023-10-17,18:06:00,2023-10-17 18:06,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1440,2023-10-17,13:37:00,2023-10-17 13:37,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1441,2023-10-16,21:43:00,2023-10-16 21:43,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1442,2023-10-14,11:31:00,2023-10-14 11:31,Gan Sorek,31.944011,34.758322,31.4512,34.4003
1004,2023-11-10,19:49:00,2023-11-10 19:49,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1005,2023-11-10,15:27:00,2023-11-10 15:27,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1006,2023-08-10,23:38:00,2023-08-10 23:38,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1007,2023-07-10,21:45:00,2023-07-10 21:45,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1008,2023-07-10,21:00:00,2023-07-10 21:00,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1009,2023-07-10,20:12:00,2023-07-10 20:12,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1010,2023-07-10,20:01:00,2023-07-10 20:01,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1011,2023-07-10,19:59:00,2023-07-10 19:59,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1012,2023-10-26,13:31:00,2023-10-26 13:31,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1013,2023-10-24,17:01:00,2023-10-24 17:01,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1014,2023-10-24,15:16:00,2023-10-24 15:16,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1015,2023-10-17,19:02:00,2023-10-17 19:02,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1016,2023-10-13,20:07:00,2023-10-13 20:07,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
1017,2023-11-10,19:49:00,2023-11-10 19:49,Be'er Yacov,31.943507,34.83904,31.4512,34.4003
41,2023-07-10,20:01:00,2023-07-10 20:01,Ahisemech,31.93578485,34.90696102,31.4512,34.4003
42,2023-10-26,22:02:00,2023-10-26 22:02,Ahisemech,31.93578485,34.90696102,31.4512,34.4003
43,2023-10-14,21:00:00,2023-10-14 21:00,Ahisemech,31.93578485,34.90696102,31.4512,34.4003
44,2023-09-10,12:30:00,2023-09-10 12:30,Al Azi,31.93578485,34.90696102,31.4512,34.4003
45,2023-10-22,12:59:00,2023-10-22 12:59,Al Azi,31.93578485,34.90696102,31.4512,34.4003
